Visited Links
https://cn.linkedin.com/jobs/view/%E5%A4%96%E9%83%A8%E5%88%86%E9%94%80%E8%BF%90%E8%90%A5-%E6%96%B0%E9%9B%B6%E5%94%AE-at-%E4%B8%AD%E5%9B%BD%E8%A1%A3%E6%81%8B%E9%9B%86%E5%9B%A2-3608776273?refId=DJzVEQaO54WFkGxAJ6SqSQ%3D%3D&trackingId=AKCRb2Cs5UOM3yqsmfLvbg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
https://cn.linkedin.com/jobs/view/%E5%AA%92%E4%BB%8B%E6%80%BB%E7%9B%91-%E5%AA%92%E4%BB%8B%E5%89%AF%E6%80%BB%E7%9B%91-at-social-touch-beijing-co-ltd-3608777362?refId=DJzVEQaO54WFkGxAJ6SqSQ%3D%3D&trackingId=qKY2613Uvyp7iFI5KQfCfw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
https://cn.linkedin.com/jobs/view/%E6%80%BB%E8%A3%81%E5%8A%9E%E7%A7%98%E4%B9%A6-at-china-gas-holdings-ltd-3608779662?refId=DJzVEQaO54WFkGxAJ6SqSQ%3D%3D&trackingId=Lw0Y4VPFFhxtWVKylo3vpw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
